gene_id,ERR188044,ERR188104,ERR188234,ERR188245,ERR188257,ERR188273,ERR188337,ERR188383,ERR188401,ERR188428,ERR188454,ERR204916
NM_001272061|MAGED4,37,9,8,7,7,2,4,4,4,2,6,2
NM_019857|CTPS2,514,789,448,0,2,362,488,318,488,453,139,254
NR_023358|SCARNA9L,0,3,5,8,4,0,8,5,8,27,0,5
NM_001031739|ASB9,0,46,189,0,47,0,82,46,82,57,0,43
NR_110412|RP11-87M18.2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184898|PHF8,14,26,19,3,19,7,42,11,42,13,26,10
NM_032512|PDZD4,0,0,0,0,0,0,0,0,0,0,0,0
NM_005140|CNGA2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282231|ARMCX2,189,260,279,178,331,83,289,0,289,0,6,167
NM_001184830|VSIG4,5,0,0,0,0,0,0,0,0,0,2,0
NM_001282161|UBE2A,0,3,5,0,0,0,0,0,0,0,0,0
NM_001287760|COL4A6,0,0,0,0,0,0,0,0,0,0,0,0
NM_144495|PQBP1,54,64,52,61,65,46,143,46,143,31,65,74
NM_001129899|KRBOX4,203,94,206,146,113,91,154,98,154,132,130,79
NM_001039582|PNCK,63,105,3,0,0,0,7,22,7,9,3,20
NR_031578|MIR1298,0,0,0,0,0,0,0,0,0,0,0,0
NM_001727|BRS3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001257235|ALG13,12,82,69,0,0,63,14,21,14,33,71,65
NM_001161529|CSF2RA,5,0,2,2,0,5,0,8,0,0,0,12
NM_016157|TRO,0,0,42,0,0,0,0,67,0,0,0,0
NM_001129826|CSAG3,0,0,0,6,0,0,24,0,24,0,0,29
NM_000252|MTM1,592,347,558,206,365,296,306,515,306,351,313,269
NR_106783|MIR892C,0,0,0,0,0,0,0,0,0,0,0,0
NM_031907|USP26,0,0,0,0,0,0,0,0,0,0,2,0
NM_001079872|CUL4B,5550,5752,5213,0,4265,2487,5164,4371,5164,3846,4739,4031
NR_029708|MIR188,0,0,0,0,0,0,0,0,0,0,0,0
NM_001128167|PAK3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001102576|CSAG1,0,0,0,0,0,0,0,0,0,0,0,0
NM_153270|KLHL34,0,24,0,0,5,0,44,9,44,4,52,5
NM_001001994|GPM6B,0,0,0,0,0,0,0,0,0,0,0,0
NM_001415|EIF2S3,18632,22336,30917,22536,17691,12589,26074,16442,26074,18969,16226,23505
NM_001162936|SMIM9,0,0,0,0,0,0,0,0,0,0,0,0
NM_001201583|ASB11,0,0,0,0,0,0,0,0,0,0,0,0
NM_032553|GPR174,626,563,601,142,325,143,418,269,418,465,690,389
NM_002365|MAGEB3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001007523|F8A2,116,132,120,6,18,0,6,11,6,45,8,33
NM_001168474|TAF7L,0,0,0,0,0,0,0,0,0,0,0,0
NR_030398|MIR421,1,3,0,0,3,3,1,0,1,1,2,0
NM_013955|NOX1,0,0,0,0,0,0,0,0,0,0,0,0
NR_030225|MIR501,0,0,0,0,0,0,0,0,0,0,0,0
NM_004017|DMD,886,1602,356,221,602,266,1119,479,1119,335,545,1093
NM_005296|LPAR4,5,12,3,3,0,0,6,8,6,0,8,0
NM_001152|SLC25A5,27438,29740,40435,19497,19660,12290,28105,21614,28105,16353,22798,25020
NM_001313913|F9,0,0,0,0,0,0,0,0,0,0,0,0
NM_004699|FAM50A,3468,3084,3726,2773,2779,1469,4726,2240,4726,1442,2782,3147
NM_001171111|FAM133A,0,0,0,0,0,0,0,0,0,0,0,0
NM_015922|NSDHL,2066,1471,2219,1308,1114,951,1814,1437,1814,1034,1469,1135
NR_026711|ASMTL-AS1,220,145,35,76,99,0,152,65,152,4,71,27
NR_031563|MIR1264,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256120|NAA10,315,268,540,358,456,64,669,337,669,212,341,300
NM_001142392|SLC10A3,0,0,0,67,77,100,83,0,83,0,75,0
NM_001006612|WBP5,0,13,22,0,0,0,44,0,44,0,7,15
NM_005745|BCAP31,137,136,129,218,961,66,365,354,365,62,590,656
NM_018388|MBNL3,3268,349,412,614,688,1202,2725,1438,2725,2038,701,2447
NM_145119|PJA1,101,102,178,184,114,86,93,0,93,108,153,60
NM_001142425|MORF4L2,340,430,371,447,248,261,602,609,602,385,501,324
NR_029973|MIR452,0,0,0,0,0,0,0,0,0,0,0,0
NM_001173488|NKRF,183,209,104,379,213,86,117,101,117,120,245,104
NM_001167819|FHL1,0,0,0,0,0,0,0,0,0,0,0,0
NR_045863|ARMCX4,5,0,0,0,0,0,3,0,3,0,0,0
NR_131238|RHOXF1-AS1,0,15,0,0,0,0,3,0,3,5,0,0
NM_172249|CSF2RA,0,0,0,0,0,0,0,0,0,0,0,0
NR_110651|LOC101928128,0,0,0,0,0,0,0,0,0,0,0,0
NM_138960|TGIF2LX,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204402|PRPS1,5,0,31,2,5,1,2,0,2,4,0,6
NM_173078|SLITRK4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001010986|ATP11C,1481,1880,1316,761,1073,520,1642,1461,1642,1310,1258,1106
NM_001145073|USP27X,175,161,140,44,88,63,102,100,102,84,121,115
NM_001303625|RPL10,8,196,222,35,125,148,6,7,6,6,70,20
NM_001278740|TSPAN6,1,0,3,0,14,13,18,0,18,0,6,9
NM_005363|MAGEA6,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170553|VSIG1,0,0,5,3,0,21,0,0,0,0,4,0
NM_000513|OPN1MW,0,0,0,0,0,0,0,0,0,0,0,0
NR_073148|TRO,268,168,79,56,44,112,491,0,491,205,29,322
NM_002764|PRPS1,4100,5236,5099,2745,3272,1753,5626,3807,5626,3303,3678,4147
NR_110391|LOC101928259,0,0,0,0,0,0,0,0,0,0,0,0
NM_014467|SRPX2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289773|MED14OS,37,56,26,27,36,4,63,29,63,17,15,57
NM_001282622|KDM5C,3740,2452,5305,3364,2131,2779,3239,2286,3239,3349,2610,4270
NM_001002838|WNK3,0,0,0,0,0,0,0,0,0,0,0,0
NR_028379|FTX,34,35,606,168,245,21,40,347,40,241,31,380
NM_001164415|HSFX2,0,14,7,0,0,7,7,0,7,7,4,0
NM_001007088|ZNF182,246,824,11,0,550,89,456,248,456,476,0,266
NM_006978|RNF113A,1791,1461,2123,1400,1102,793,1468,1229,1468,927,1691,1343
NM_177415|MAGEB1,0,0,0,0,0,0,0,0,0,0,0,0
NR_104393|TAF1,0,0,0,0,0,0,0,0,0,0,0,0
NR_110410|RAP2C-AS1,57,92,57,41,37,34,67,48,67,24,55,55
NM_005491|MAMLD1,0,0,0,0,2,0,0,0,0,0,0,0
NM_001122898|CD99,2488,76,2952,122,104,92,54,78,54,53,187,113
NM_012253|TKTL1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001201539|ARSF,0,0,0,0,0,0,0,0,0,0,0,0
NR_104109|ATP7A,205,260,280,0,265,154,222,0,222,206,312,295
NM_001173473|ASMTL,133,0,195,98,0,0,0,90,0,0,0,116
NR_033187|PIN4,257,252,265,179,214,93,235,148,235,135,234,148
NM_001032381|PQBP1,338,634,895,440,140,148,318,394,318,143,582,603
NM_001551|IGBP1,5376,4618,6840,3093,2989,2306,4012,4169,4012,3418,5238,4319
NM_001166599|FAM122B,2452,3338,2199,836,2408,391,3189,790,3189,1772,2608,1289
NM_005334|HCFC1,9908,7316,9993,8285,10622,4533,10638,5612,10638,5963,6719,7376
NR_030581|MIR891A,0,0,0,0,0,0,0,0,0,0,0,0
NM_181532|ERAS,3,0,0,0,0,0,0,0,0,0,0,0
NR_104128|IDS,572,286,214,100,139,88,171,106,171,158,176,279
NM_171998|RAB39B,803,749,876,689,654,295,788,683,788,520,1257,825
NM_001144886|CITED1,0,0,0,0,0,0,0,0,0,0,0,0
NM_006649|UTP14A,2726,2415,3299,1765,2366,1079,3601,2235,3601,1917,2313,1870
NM_018969|GPR173,0,6,0,0,6,0,0,0,0,0,0,4
NM_005393|PLXNB3,0,0,0,0,0,0,0,0,0,0,0,0
NM_022661|SPANXC,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142805|SLC6A8,0,0,0,0,0,0,0,0,0,0,0,0
NR_030258|MIR545,0,0,0,0,0,0,0,0,0,0,0,0
NM_001303544|VBP1,0,0,0,0,0,0,0,0,0,0,0,0
NM_018360|TXLNG,1681,2417,2719,1902,1842,1249,2784,2154,2784,2083,1797,2062
NM_002536|TBC1D25,2228,1557,1923,975,964,803,1160,981,1160,775,1205,1252
NM_001037171|ACOT9,1831,2118,1763,1259,1445,403,2369,1545,2369,1280,1797,1709
NM_024332|BRCC3,459,550,572,210,979,219,666,605,666,380,216,258
NM_001005609|EDA,0,0,0,0,0,0,0,0,0,0,0,0
NM_021014|SSX3,0,0,0,0,0,0,0,0,0,0,0,0
NR_103770|LOC100287728,0,0,0,0,0,0,0,0,0,0,3,0
NM_001024455|RGAG4,113,17,103,16,53,4,77,42,77,66,41,67
NM_001306193|FRMD7,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166660|NLGN3,56,0,0,0,0,25,0,0,0,0,0,52
NM_001163335|SYTL5,0,0,0,0,6,0,0,0,0,4,4,0
NM_001168648|CNKSR2,0,0,0,3,0,5,0,6,0,0,0,10
NM_001013435|PAGE5,0,5,0,0,0,0,0,0,0,0,0,0
NM_004709|TMEM257,0,0,0,0,0,0,0,0,0,0,0,0
NM_001195328|RAB9A,353,442,749,513,542,212,843,625,843,296,671,550
NM_001163264|PCYT1B,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171163|ZMYM3,61,40,61,23,28,28,30,37,30,39,36,45
NM_001159296|KLF8,0,31,2,36,0,0,6,0,6,0,0,8
NM_005364|MAGEA8,0,0,0,0,0,0,0,0,0,0,0,0
NM_001097579|GPR34,160,66,108,24,164,27,126,72,126,44,8,8
NM_007130|ZNF41,906,893,746,375,523,345,767,664,767,533,725,648
NM_016937|POLA1,3966,5544,3940,2158,3030,1727,5049,3409,5049,3068,3120,4074
NM_152278|TCEAL7,8,0,0,0,0,0,0,0,0,0,0,0
NM_000686|AGTR2,14,13,20,0,6,0,0,0,0,5,105,0
NM_001170750|SRPX,0,0,0,0,0,0,0,0,0,0,0,0
NM_001193417|DDX3X,1079,0,0,0,0,420,0,870,0,0,673,504
NM_018476|BEX1,0,0,11,4,0,0,0,0,0,0,0,24
NM_001204811|MAGEA10-MAGEA5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001173455|PDHA1,2,224,294,334,230,0,363,0,363,3,10,161
NM_013995|LAMP2,4186,5342,3604,2623,3626,1491,5618,3891,5618,3326,4955,4255
NM_001304990|SPRY3,0,0,0,0,0,0,0,0,0,0,0,0
NM_144658|DOCK11,3949,4352,2720,1610,2692,1744,2976,2927,2976,2632,3078,3129
NM_145177|DHRSX,1035,727,771,925,684,356,1098,825,1098,579,699,611
NM_021998|ZNF711,384,217,373,149,275,122,339,167,339,147,296,217
NM_001163257|PLXNB3,17,0,0,0,0,0,18,9,18,0,3,10
NM_004085|TIMM8A,714,834,978,649,818,328,1154,727,1154,540,584,673
NM_005635|SSX1,0,0,0,0,0,0,0,0,0,0,0,0
NM_006579|EBP,5134,3878,6023,2764,2800,2620,3656,3114,3656,2226,3309,3519
NM_000495|COL4A5,2,0,0,0,0,0,0,0,0,0,0,4
NR_030592|MIR888,0,0,0,0,0,0,0,0,0,0,0,0
NM_177433|MAGED2,848,666,598,468,269,367,402,888,402,759,539,448
NR_027402|FAM223B,16,8,18,8,6,8,4,14,4,6,6,6
NM_021083|XK,0,4,3,0,4,0,0,0,0,4,12,0
NM_173493|PASD1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001001995|GPM6B,55,63,48,32,72,13,100,58,100,44,27,33
NM_001170961|IGSF1,8,0,14,0,0,0,0,3,0,0,0,3
NM_178175|LHFPL1,152,112,59,18,80,18,154,86,154,35,70,62
NR_029909|MIR384,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098411|GAGE2B,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291528|CT45A10,0,0,0,0,0,0,0,0,0,0,0,0
NM_033053|DMRTC1,0,0,0,3,0,0,0,0,0,0,0,0
NR_104387|TAF1,114,79,102,23,52,29,74,127,74,38,76,68
NM_001306206|CSTF2,4,2,2,1,5,7,11,18,11,4,1,2
NR_033699|FMR1,257,244,570,109,420,65,214,417,214,85,373,220
NM_001167|XIAP,2153,942,1547,905,1525,911,2235,1963,2235,1348,3277,2175
NM_000074|CD40LG,0,0,0,0,0,4,4,0,4,0,0,0
NR_024607|MIR503HG,6,4,13,0,6,8,11,9,11,7,25,23
NR_030381|MIR652,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136533|DCAF8L2,0,0,0,0,0,0,0,0,0,0,0,0
NM_198450|APOOL,1835,2483,1493,1179,1197,798,1831,1215,1831,1253,1338,1766
NM_001009616|SPANXN5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001139514|DACH2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256188|SNX12,699,0,126,0,0,0,0,0,0,0,0,0
NM_015975|TAF9B,1269,1946,1503,1125,1855,501,2725,1614,2725,1091,1530,1079
NM_001099411|GPRASP1,119,0,0,0,0,0,0,0,0,0,0,0
NM_001282649|SLC35A2,0,0,0,89,0,0,0,0,0,0,0,0
NM_016521|TFDP3,0,6,0,0,0,3,0,0,0,0,0,2
NM_019886|CHST7,379,272,381,343,518,179,502,578,502,226,474,647
NM_019556|MOSPD1,393,265,305,112,292,84,198,297,198,139,308,182
NM_001142528|BHLHB9,0,0,0,0,0,0,0,0,0,0,0,0
NM_018990|SASH3,19868,14625,21781,12980,12939,7680,24145,10805,24145,11100,15853,15542
NM_001142418|MORF4L2,704,1206,1362,905,962,345,1160,878,1160,851,1060,764
NM_001039210|ALG13,0,2,0,0,24,1,15,21,15,1,3,28
NM_001169124|AFF2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168478|ARMCX5,306,425,351,8,42,51,499,266,499,319,303,233
NM_004683|RGN,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168530|ASB9,0,0,0,0,17,0,0,0,0,0,0,0
NM_172245|CSF2RA,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271815|NOX1,0,0,0,0,0,0,0,0,0,0,0,0
NR_037183|SPANXA2-OT1,0,0,0,0,0,0,0,0,0,0,0,0
NR_030785|MIR374A,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163322|CCDC120,0,0,0,0,0,0,0,0,0,0,0,0
NM_001193277|MID1,0,0,0,0,0,0,0,0,0,0,0,0
NR_046087|GS1-600G8.3,0,0,0,0,0,0,0,0,0,0,0,0
NM_152787|TAB3,2572,2853,1765,1056,1705,891,2879,1762,2879,1596,2209,2020
NM_001173517|MAP7D3,21,40,127,22,28,7,41,19,41,12,26,4
NM_001504|CXCR3,1958,831,848,416,846,1183,307,239,307,374,2045,757
NM_001184771|CPXCR1,0,0,0,0,0,0,0,0,0,0,0,0
NR_104388|TAF1,10,5,4,0,6,14,4,0,4,14,20,0
NM_014735|JADE3,1382,837,1149,510,986,0,2383,811,2383,594,367,722
NM_001048181|OPN1MW2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144887|CITED1,11,0,0,0,0,0,0,0,0,0,0,0
NM_001271835|CCDC120,0,0,0,0,0,0,0,0,0,0,0,0
NM_001143963|L1CAM,0,0,0,0,0,0,0,11,0,0,0,347
NM_015884|MBTPS2,1245,1643,1113,630,814,572,1433,941,1433,826,1178,1096
NM_203474|PORCN,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099682|MAGIX,38,0,12,0,23,0,7,0,7,0,25,0
NM_001135995|ATXN3L,3,0,0,2,0,0,0,0,0,2,5,1
NM_001271183|TRO,0,0,0,0,0,0,0,0,0,0,0,0
NR_110830|CRLF2,0,15,4,3,5,0,7,4,7,4,0,4
NR_029848|MIR361,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006613|WBP5,52,102,56,40,74,24,118,128,118,38,72,91
NM_013364|PNMA3,5,12,9,5,15,5,8,22,8,10,8,6
NM_001099922|ALG13,996,113,1654,698,442,67,1281,47,1281,67,129,933
NM_207320|OTUD6A,0,0,0,0,0,0,0,0,0,0,0,0
NM_000084|CLCN5,0,0,0,0,0,0,20,0,20,0,0,0
NM_001042498|SLC35A2,322,321,662,584,213,186,567,507,567,218,583,496
NR_046608|HCFC1-AS1,6,0,14,8,4,6,0,6,0,6,8,3
NM_001079858|ADGRG2,72,6,32,16,37,0,40,18,40,4,4,0
NM_172247|CSF2RA,0,0,0,0,0,0,0,0,0,0,0,0
NM_000451|SHOX,0,0,0,0,0,0,0,0,0,0,0,0
NM_018466|ALG13,209,11,35,176,144,6,193,26,193,8,20,95
NM_203473|PORCN,193,149,339,137,124,0,245,4,245,0,133,146
NM_001098407|GAGE2D,0,0,0,0,0,0,0,0,0,0,0,0
NM_175742|MAGEA2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184874|GPRASP2,0,0,18,7,0,0,0,0,0,0,0,0
NM_178129|P2RY8,11416,7891,10874,5496,7042,3831,6471,6743,6471,4238,7770,7084
NM_001193270|MSL3,4,227,372,357,81,0,477,219,477,101,159,197
NR_002784|PPP4R3CP,0,0,0,0,0,0,0,0,0,0,0,0
NR_037927|SSR4,257,246,96,161,97,201,188,138,188,47,286,249
NM_022117|TSPYL2,1565,1606,1681,1237,1295,455,1834,1135,1834,868,1588,1397
NM_018486|HDAC8,626,514,772,381,415,322,853,704,853,587,581,572
NM_017863|CT55,0,0,0,2,0,0,0,0,0,0,0,0
NR_033670|ARMCX6,74,86,119,0,39,36,69,71,69,0,58,67
NM_006520|DYNLT3,780,1313,625,740,992,265,1347,982,1347,655,1042,810
NM_023934|FUNDC2,3577,3426,4903,3021,3081,2120,5005,3553,5005,2473,2487,2854
NR_110561|DDX11L16,5,12,12,5,2,0,0,7,0,0,7,18
NM_004016|DMD,795,1210,528,168,840,168,1083,475,1083,522,300,693
NM_001170784|FAM122C,2,31,37,21,38,14,28,20,28,28,1,72
NM_001142423|MORF4L2,2207,2866,3305,1587,2563,1038,4309,2641,4309,1854,3072,2803
NM_001256447|BCAP31,5130,4314,7321,2098,1812,2037,2711,2115,2711,3386,2186,1280
NM_001010862|SPIN3,630,767,680,448,465,246,1090,447,1090,378,636,420
NM_003868|FGF16,0,0,0,0,0,0,0,0,0,3,8,0
NM_003179|SYP,40,34,112,30,46,29,66,32,66,16,30,39
NM_001184837|ADGRG2,0,0,0,0,0,0,0,0,0,0,0,0
NR_033717|SCML2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099410|GPRASP1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001325|CSTF2,2246,2275,326,1765,1697,874,2892,231,2892,1262,1699,1712
NM_001039891|ZNF674,2,221,0,137,192,105,129,0,129,138,204,225
NR_039763|MIR1587,0,0,0,0,0,0,0,0,0,0,2,0
NM_001077188|HS6ST2,0,0,0,0,0,0,2,0,2,0,0,0
NM_001040612|SSX4B,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282145|NLGN4X,142,17,38,4,20,74,4,28,4,0,0,0
NR_110399|LOC101928437,0,0,0,3,0,0,0,0,0,0,0,0
NM_001099855|MCF2,0,0,0,0,0,0,0,0,0,0,0,0
NM_000032|ALAS2,0,0,0,0,0,0,0,0,0,0,0,5
NM_006517|SLC16A2,0,0,5,0,0,0,0,0,0,0,0,0
NM_001282157|FTSJ1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184742|ZBTB33,1146,637,677,2,891,0,12,653,12,543,10,556
NM_001278743|TSPAN6,0,0,0,0,0,0,0,0,0,0,0,0
NM_001167971|TRMT2B,50,120,177,140,94,56,9,125,9,2,146,0
NM_004022|DMD,0,0,0,0,0,0,0,0,0,0,0,0
NM_005032|PLS3,915,388,1457,0,728,1860,1618,305,1618,607,912,542
NR_110387|LOC101927501,0,0,0,0,0,0,0,0,0,0,0,0
NR_029491|MIR19B2,0,0,0,1,0,2,0,0,0,0,2,0
NM_001286074|TAF1,0,319,0,0,0,0,0,0,0,0,0,0
NM_016656|RRAGB,157,12,105,6,143,4,184,48,184,0,12,0
NM_001305841|TCEAL4,0,0,0,0,0,0,0,0,0,0,0,0
NM_014370|SRPK3,3,10,10,3,4,0,19,2,19,0,14,16
NR_027419|AVPR2,7,0,9,0,0,0,0,0,0,2,0,0
NR_026742|USP27X-AS1,73,47,85,31,50,16,69,36,69,27,43,74
NR_002309|RPS26P11,932,965,1005,452,306,525,477,631,477,211,965,739
NM_004011|DMD,0,0,0,0,0,0,0,0,0,0,0,0
NM_017883|WDR13,327,306,201,526,477,100,555,377,555,181,385,501
NR_002953|SNORA11,2,0,4,0,0,0,3,2,3,1,2,1
NM_001205019|GK,1131,1463,85,0,132,360,178,1275,178,2,812,903
NM_001242618|NXT2,685,862,627,485,552,225,457,281,457,376,831,639
NM_001001344|ATP2B3,0,0,0,0,0,0,0,0,0,0,0,0
NM_198465|NRK,0,0,0,0,0,0,0,0,0,0,0,0
NM_001146256|ZDHHC15,0,0,0,0,0,0,0,0,0,0,0,0
NR_004394|RNU6-1,0,0,0,0,0,0,0,0,0,0,0,0
NM_016500|PBDC1,1557,1525,1449,1245,1593,331,1819,1462,1819,965,1688,1122
NM_004312|ARR3,4,0,2,0,2,2,6,0,6,3,0,0
NR_109776|ARHGAP6,15,13,15,3,1,4,2,3,2,3,12,21
NM_001039591|USP9X,12965,12241,10302,5078,6617,5408,11448,6941,11448,9293,8414,10423
NM_016120|RLIM,3729,3529,4579,3031,2684,1633,3507,4503,3507,2692,5051,4277
NM_014927|CNKSR2,121,0,76,173,245,0,263,174,263,0,216,162
NM_003254|TIMP1,6159,2514,3093,2124,2636,1688,4736,1602,4736,1585,1711,3169
NM_001013742|DGKK,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013403|CXorf66,0,0,0,0,0,0,0,0,0,0,0,0
NR_037461|MIR3690,0,0,0,0,0,0,0,0,0,0,0,0
NM_173694|ATP11C,1724,2040,1024,458,1314,871,2277,1204,2277,1237,1598,1570
NM_001282141|HEPH,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166426|WDR13,1791,1034,1712,747,796,655,1848,855,1848,652,1041,1219
NM_001166401|MAGEA8,0,0,0,0,4,0,0,0,0,0,0,0
NM_001171909|CXorf40A,91,63,132,45,83,55,182,39,182,69,49,65
NM_003334|UBA1,15211,9217,20083,12095,11560,1825,13339,8197,13339,11238,7653,12209
NM_001178108|ZNF185,68,0,0,0,0,0,0,0,0,0,0,0
NM_004187|KDM5C,4081,3862,4814,2659,1975,2674,3006,1638,3006,3015,2514,5416
NR_120499|LINC00684,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184836|ADGRG2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144009|SLITRK2,0,0,0,0,0,0,0,0,0,0,0,0
NM_152633|FANCB,64,0,61,0,60,0,0,57,0,72,77,0
NR_026710|ASMTL-AS1,145,158,278,62,90,32,94,65,94,44,54,54
NM_001011544|MAGEA11,3,7,0,0,0,3,0,0,0,17,0,3
NR_104395|TAF1,3,9,1,3,4,0,3,7,3,1,8,2
NM_001159703|FHL1,123,339,0,0,0,0,0,0,0,0,0,0
NM_004229|MED14,6218,6335,5672,3315,4189,2776,7879,4191,7879,5109,3804,5223
NR_046750|FRMPD3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
NM_194463|RNF128,0,0,0,0,0,3,3,0,3,0,0,0
NR_030589|MIR890,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171162|ZMYM3,870,674,46,18,33,16,18,566,18,45,9,51
NM_173794|FUNDC1,725,933,966,555,644,300,1024,793,1024,622,679,915
NM_001168300|KLHL13,0,0,0,0,0,0,0,0,0,0,0,0
NR_104107|SLC25A14,190,127,156,61,74,36,185,169,185,176,89,70
NR_029509|MIR92A2,2,0,0,0,0,0,0,0,0,1,0,0
NR_026594|FAM226B,0,0,0,0,0,0,0,0,0,0,0,0
NR_104394|TAF1,0,3,0,0,0,0,0,0,0,0,0,8
NR_026595|FAM226A,58,52,110,22,23,40,16,10,16,32,28,86
NM_000950|PRRG1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164617|GPC3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291530|CT45A10,0,0,0,0,0,0,0,0,0,0,0,0
NM_001173480|ARHGEF9,172,276,317,744,12,0,164,634,164,125,0,199
NM_032428|FRMPD3,0,0,4,0,17,0,0,0,0,0,0,0
NM_001177479|HDX,1,207,225,184,167,48,130,0,130,92,0,2
NM_001271752|MAGEB5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001037968|ALAS2,0,0,0,0,0,0,0,0,0,0,0,0
NM_153834|ADGRG4,0,0,0,0,0,0,0,0,0,0,0,0
NR_106734|MIR6086,0,0,0,0,0,0,0,0,0,0,0,0
NM_013271|PCSK1N,0,0,0,8,2,0,0,0,0,0,4,4
NM_001163323|CCDC120,17,0,61,0,4,0,0,38,0,0,0,3
NM_001170962|IGSF1,0,0,0,0,0,0,0,0,0,0,0,0
NM_021118|CYLC1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178084|ZFX,193,467,635,0,27,264,18,0,18,211,1801,34
NM_001134321|FAM127B,113,168,158,158,176,53,158,191,158,80,190,195
NM_145234|CHRDL1,6,0,0,0,0,0,0,0,0,0,0,0
NM_001282502|MAGEA2,0,0,0,0,0,0,0,0,0,0,0,0
NM_004114|FGF13,0,0,0,0,0,0,0,0,0,0,0,0
NM_152856|RBM10,840,505,597,434,355,301,672,292,672,276,227,185
NM_018094|GSPT2,1299,1119,1298,811,1075,549,1307,953,1307,799,1330,937
NM_001270458|MAOA,0,0,0,0,0,0,0,0,0,0,0,0
NM_001139468|TBL1X,0,12,0,9,1,9,5,0,5,3,0,14
NM_001136234|SUPT20HL1,0,0,0,0,0,0,0,0,0,0,0,0
NM_017752|TBC1D8B,394,342,174,80,297,149,530,368,530,243,323,752
NM_152577|ZNF645,0,0,0,0,0,0,0,0,0,0,0,0
NM_001412|EIF1AX,4630,6552,8147,7059,6372,3429,7758,7028,7758,6656,5607,7586
NM_005365|MAGEA9,0,0,0,0,0,0,0,0,0,0,0,0
NM_031442|TMEM47,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080425|BEX4,127,1202,105,346,471,117,641,850,641,552,235,232
NM_006014|LAGE3,566,463,1036,771,840,296,842,730,842,304,799,843
NM_001172743|RAI2,0,0,0,0,0,0,0,0,0,0,0,0
NM_000061|BTK,10949,6932,12305,5789,6450,5047,9242,8740,9242,6578,8386,6749
NM_033518|SLC38A5,2911,2299,4495,3177,2948,1636,3888,2759,3888,1599,3032,2577
NM_001005613|EDA,0,0,0,0,0,0,0,0,0,0,0,0
NM_000444|PHEX,17,56,53,6,18,0,48,56,48,6,0,6
NR_103768|CH17-340M24.3,96,47,82,53,70,50,81,59,81,48,63,36
NM_001171133|FAM3A,0,40,0,61,32,0,0,54,0,34,36,55
NM_001173516|MAP7D3,0,179,0,0,0,0,0,0,0,0,0,0
NM_001005333|MAGED1,13,303,4,580,349,0,450,3,450,0,309,0
NM_001169154|PIH1D3,0,0,0,0,0,0,0,0,0,0,0,0
NR_049842|MIR664B,2,1,6,0,0,0,2,2,2,1,2,1
NM_173571|CT47A11,0,0,0,0,0,0,0,0,0,0,0,0
NM_020766|PCDH19,0,0,0,0,0,0,0,0,0,0,0,0
NM_020871|LRCH2,0,0,0,0,0,0,0,0,0,3,0,2
NM_018390|PLCXD1,7880,4758,5773,3099,1717,3990,3370,1613,3370,1696,2952,4772
NM_174912|FAAH2,150,286,165,64,30,87,145,102,145,75,200,276
