logFC	logCPM	PValue	FDR
NM_001258423|SMS	0.634016302670218	7.91734601086013	0.243996060950131	1
NM_014563|TRAPPC2	-0.63159804873418	4.82384954940438	0.250022031860417	1
NM_001039705|TRO	1.6102126102646	5.9669811524731	0.262764957454478	1
NM_001171908|CXorf40A	0.739155626672306	6.19431869910922	0.263610363140932	1
NM_000381|MID1	-0.870473627132963	3.79692634097168	0.263801449802483	1
NM_178175|LHFPL1	0.631885825719666	5.53643300764603	0.26528467675123	1
NM_003399|XPNPEP2	-0.772849322104355	5.18473611852037	0.26714761653883	1
NM_145800|SEPT6	0.517518055382235	8.46121329592659	0.267568548674783	1
NM_001136158|OTUD5	0.403781613866657	8.89787353591122	0.270265321794253	1
NM_013239|PPP2R3B	-0.648884045149167	7.5928297329836	0.270638251425356	1
NM_020932|MAGEE1	-0.509766908951678	6.03075110228536	0.272149168668952	1
NM_001142797|CXCR3	-0.725225149647874	6.93173784944498	0.274266594850956	1
NM_001129899|KRBOX4	-0.504552749493604	6.33810524895041	0.2822661030111	1
NM_005089|ZRSR2	-0.379059986631082	8.9863048116171	0.293655874457874	1
NM_022101|CXorf56	0.447403756784793	9.44953367172137	0.301267924595259	1
NM_001006684|TCEAL8	0.496042801963836	7.62834445822731	0.301449338808415	1
NM_001242310|EDA2R	-1.38311138280391	5.31298516843075	0.303275885876679	1
NM_001037811|HSD17B10	-0.537560380816975	7.16460925424718	0.305227928002091	1
NM_021806|FAM3A	0.474569155620984	7.69540966646788	0.313273914474095	1
NM_019886|CHST7	0.451377696147244	7.94648236271001	0.316020270280061	1
NR_126094|DDX3X	-0.582321180490956	5.29284965460356	0.316896746895801	1
NM_001412|EIF1AX	-0.256824100514497	11.9402643382647	0.317070210565501	1
NM_144970|CXorf38	-0.241422088512199	10.6380421534281	0.3187570801774	1
NM_001193416|DDX3X	-0.25149606488803	12.7740278692361	0.318941556053481	1
NM_001167947|TIMM17B	-0.498049770134315	7.44783287836601	0.319682746158206	1
NM_001039591|USP9X	-0.271478361132766	12.3969036493462	0.321848347131094	1
NM_001300888|PBDC1	0.436806618439686	5.49494953413676	0.322253522699589	1
NM_181673|OGT	0.38711413466261	10.126587605861	0.327836560709631	1
NM_016370|RAB9B	0.550189181887648	5.24009589973931	0.329762975289966	1
NM_001291416|KDM6A	-0.344225513314935	8.74958491505387	0.332025666478799	1
NM_005765|ATP6AP2	0.198158813569179	11.2928014314961	0.332792092563435	1
NM_002024|FMR1	0.459784092232154	7.96808188507028	0.335302924647959	1
NR_034031|LOC389906	-0.391079080433263	8.04784957519243	0.338857886417276	1
NM_031206|LAS1L	-0.322807944627077	9.98264054575946	0.339225937370086	1
NM_022825|PORCN	-0.451261238138642	6.90222471305955	0.343786297811643	1
NM_002444|MSN	-0.215699683181924	14.9134048201089	0.343896329651104	1
NM_078629|MSL3	-0.3411360661092	10.7008133215856	0.344204173065754	1
NM_001097579|GPR34	0.891622983617749	5.47172044888431	0.346628179328734	1
NM_001185082|FMR1	0.379778661405489	8.26126659895947	0.346942098114529	1
NM_003662|PIR	0.909584517794845	7.31278419422033	0.347578393077968	1
NM_004538|NAP1L3	0.674199920839585	2.79495367489075	0.351237768312022	1
NM_005676|RBM10	-0.3533133105206	9.55130134147363	0.351939809476981	1
NM_001142428|MORF4L2	0.353565271912069	6.03719644899579	0.353419369600395	1
NM_014481|APEX2	-0.21234874413459	10.5633736374312	0.357395094252835	1
NM_001136157|OTUD5	-0.599217657890387	9.93366046988449	0.36408293278852	1
NM_000377|WAS	-0.218739471237206	11.4110639887228	0.365156807360168	1
NM_000351|STS	-0.422293849639552	10.1733740394821	0.369311210575207	1
NM_031407|HUWE1	-0.233365491884176	14.2452876922117	0.369408101102925	1
NM_001303625|RPL10	1.32018121017787	5.53655626425957	0.370405519316857	1
NM_001183|ATP6AP1	-0.232122991567729	10.7347410176126	0.37184787019969	1
NM_001135565|PUDP	-1.41951300626269	7.01818676777212	0.372331978232725	1
NM_018360|TXLNG	-0.218287581985443	10.3017485753037	0.372460084667017	1
NM_031462|CD99L2	-0.312035740805533	10.1336841806698	0.37288927651584	1
NR_026551|CA5BP1	-0.375570040649795	7.25426487908793	0.379720828750526	1
NM_018990|SASH3	-0.204535081756703	13.159899927513	0.381077499766652	1
NM_003334|UBA1	-0.399317280769663	12.6618330178779	0.383794675682395	1
NM_080817|GPR82	0.701758485398887	5.61433867078254	0.38419570835903	1
NM_000202|IDS	0.263169127669228	12.1113953135626	0.385999900017221	1
NM_019045|WDR44	0.238951886263132	9.28200948208146	0.386991223818847	1
NR_033381|CD99P1	-0.389374886100497	6.23902085525923	0.388306819853487	1
NM_004867|ITM2A	-0.391891733983954	10.7675771816392	0.394594754962369	1
NM_004463|FGD1	0.343312615010742	5.83803435523588	0.395667767713875	1
NM_001654|ARAF	-0.223453989935041	10.6774702095458	0.396896292784687	1
NM_017602|OTUD5	0.455440406528852	7.92677454169957	0.397540616723435	1
NM_013427|ARHGAP6	-0.31245668308245	8.35409878617566	0.397976888126156	1
NM_152424|AMER1	-0.269911767580136	9.49255906819416	0.399384221100547	1
NR_111960|KDM6A	-0.898136635014641	7.20904238826201	0.40412218526431	1
NM_002765|PRPS2	0.253563007068868	11.1913989520728	0.40448206081837	1
NM_019056|NDUFB11	-0.275691067278242	9.55225929433348	0.406259075065645	1
NM_001009932|DNASE1L1	0.453505030572911	7.19385916561718	0.407372160820407	1
NM_001114123|ELK1	-0.204001159422259	10.1944053025804	0.407611198271377	1
NM_006013|RPL10	0.536244089107185	12.3432431814384	0.409590400685344	1
NM_001282400|ZMAT1	0.512627230163363	6.17770273137439	0.412088516766658	1
NM_001006639|TCEAL1	0.356052843872281	7.44954221671345	0.412146420358342	1
NM_001356|DDX3X	-0.852108776375309	7.16884428156842	0.412464306836305	1
NM_005647|TBL1X	-0.496505378078836	9.87232617822258	0.412981789841901	1
NM_001297563|TCEANC	0.503585322732843	6.15168324402155	0.414674634581821	1
NM_012227|GTPBP6	0.301006960411112	10.3635655748024	0.414874359976353	1
NM_021140|KDM6A	0.380480844343715	8.48888317116202	0.415580042280385	1
NM_001015881|TSC22D3	1.19707617417877	3.96246607340491	0.416003280373167	1
NM_001018024|CMC4	0.215036903707806	9.42973699923851	0.416952097740288	1
NM_001282302|TMEM185A	-0.485779845575352	4.67089047520648	0.424197805011534	1
NM_004299|ABCB7	0.466338332084992	9.17650298131781	0.425428242834401	1
NM_004229|MED14	-0.208989877027972	11.5639203338804	0.427358905349209	1
NM_001142424|MORF4L2	-0.268684179660263	9.42985523986735	0.4288200348322	1
NM_198450|APOOL	-0.223259162683617	9.79474782762904	0.431100494089832	1
NM_001171080|RBM41	0.282075546717181	8.52104033150348	0.431539040975585	1
NM_001145414|CHM	0.334678054304896	5.55038231583748	0.431646478803876	1
NM_144968|RIBC1	0.518945728971714	2.92329087145595	0.435409275340446	1
NM_018196|TMLHE	-0.24075725605422	8.70101982500719	0.435807760668117	1
NM_001166704|FAM104B	-0.378887598064962	4.74846979612868	0.436780272302144	1
NM_000206|IL2RG	-0.157669361455081	13.0432940312572	0.440544507619093	1
NM_006064|RRAGB	-0.261909663858271	7.76527419332653	0.44107333226401	1
NR_110023|DKC1	-1.03480974075763	8.68959914586614	0.441350069136665	1
NR_033669|ARMCX6	-0.257701185495312	8.57049718016227	0.443333204460509	1
NM_006978|RNF113A	-0.219425742015882	9.68813347110769	0.443749830661577	1
NM_001006937|TCEAL4	0.294683512272593	7.44736738809535	0.446186527505016	1
NR_130172|LOC100101478	-0.346226762181603	6.2722299219491	0.448037811153457	1
NM_001170649|LAS1L	0.172992613177123	10.3756486376398	0.449514629694962	1
NM_006915|RP2	0.252754039226608	9.05789734235352	0.450226996503175	1
NM_005229|ELK1	0.269322523467067	9.96563147980689	0.451890118033874	1
NM_012282|KCNE5	0.485158958994918	3.85410117111981	0.451932256239636	1
NM_019067|GNL3L	-0.411113895648303	9.14000254891663	0.45247570098584	1
NM_003173|SUV39H1	-0.199244551882321	9.8379875076192	0.459694400677596	1
NM_001325|CSTF2	-0.547222950966443	9.91506928761932	0.459776197633715	1
NM_001560|IL13RA1	-0.509895771251325	6.27719535170976	0.459866226728805	1
NM_004651|USP11	-0.1820017249857	10.9931107588796	0.461572499035757	1
NM_198456|FAM120C	0.339667241627026	5.62212738212289	0.463254300966809	1
NM_004018|DMD	0.455630522593218	8.66937995903891	0.467362879715499	1
NM_015975|TAF9B	0.202105342453056	9.80977193133811	0.467705014594486	1
NM_019863|F8	-0.277731828713671	7.29002676565556	0.470141983584812	1
NM_001282201|ZNF630	0.342516794410074	5.88774634260254	0.471836179794387	1
NM_001171876|MCF2	0.434085814641067	3.54576793252533	0.473038614349349	1
NM_080879|RAB40A	-0.417144361706959	3.73109301677748	0.477249229167257	1
NM_003372|VBP1	0.157089997857361	11.0688691856898	0.477947681309312	1
NM_003336|UBE2A	0.160058515824947	10.9008443549841	0.479362343554072	1
NM_001142419|MORF4L2	-0.312486515205212	7.09337118266196	0.479533120563474	1
NM_005391|PDK3	0.314054227774463	7.21209589415493	0.481458215739937	1
NM_022838|ARMCX5	-0.40609198842939	7.41151990306087	0.482035477651109	1
NM_001032383|PQBP1	-0.281401191901789	7.59289156304887	0.482690605334922	1
NM_004251|RAB9A	-0.167868248327209	10.4499294238621	0.483590239653856	1
NM_004015|DMD	0.418671652876866	8.47620217621266	0.483599636665578	1
NM_014500|HTATSF1	0.17296618749832	10.6992664676052	0.485844727568413	1
NM_001166701|FAM104B	-0.424552212841221	5.95748140269802	0.486291838211341	1
NM_001081550|THOC2	0.192983868061412	11.383932823736	0.488851661271904	1
NM_001666|ARHGAP4	0.244142575263478	11.077590007688	0.488866051928557	1
NR_033700|FMR1	0.363753648205121	7.6004454402142	0.490320325778749	1
NM_001301228|HMGB3	0.341471930184133	8.25074334192799	0.491810012294785	1
NR_028597|SRD5A1P1	-0.363988510233161	3.53902668097922	0.494086949290554	1
NM_032121|MAGT1	0.173445747085854	11.810124774326	0.495282652128699	1
NM_007363|NONO	-0.144802682361636	13.5738572372333	0.495854126970321	1
NM_033018|CDK16	-0.628645409579822	9.1814944499159	0.496272717805291	1
NM_001078172|FAM127B	-0.232315456314277	7.29778265569377	0.501660763283742	1
NM_000489|ATRX	0.306502525485832	10.9772941675129	0.502082535986111	1
NM_022977|ACSL4	-0.529111551725867	6.52802530574961	0.502172244333495	1
NM_005638|VAMP7	0.141495511440815	10.5979445573441	0.504069800985023	1
NM_001130997|FAM58A	0.366784520746361	7.22563102856826	0.504511643224875	1
NM_001001996|GPM6B	0.310583792300869	3.86771052350348	0.504590014755274	1
NM_001282311|FAM3A	-0.321098488663289	6.68375765843438	0.504663255839749	1
NM_006123|IDS	-0.293665484566574	6.66808353672823	0.508348103768604	1
NM_207318|FAM199X	0.15256125436739	10.4064648165958	0.511284443439708	1
NM_001242618|NXT2	-0.268532862665071	8.3071169996937	0.511718168036219	1
NM_000292|PHKA2	-0.151078848350203	9.90748869785154	0.511813543909129	1
NM_001032289|SLC35A2	0.346907466964147	6.85064994341461	0.512508345637757	1
NM_145177|DHRSX	-0.207722137475922	8.84760782815573	0.514392572930593	1
NM_006667|PGRMC1	0.154056797459333	10.1314148387937	0.515404565698593	1
NM_032458|PHF6	0.260025562567961	9.58255958527629	0.515878062807302	1
NR_029423|MAP2K4P1	0.366298747335768	3.49680555663385	0.51658498835361	1
NM_003491|NAA10	-0.266973406904243	9.55940621813395	0.517635381127872	1
NM_007250|KLF8	0.365012963853501	8.18498848724504	0.517956574791787	1
NM_006733|CENPI	0.192893755048751	8.98713309754346	0.518415859190433	1
NM_001145951|TIMM8A	0.263472645312361	4.75479790678186	0.518729157322825	1
NM_014499|P2RY10	-0.183788324151544	9.75665634292544	0.519849968401369	1
NM_001143978|ZCCHC18	-0.370313519183031	4.30409809168681	0.520379792513913	1
NM_017752|TBC1D8B	0.408945328872485	7.65137626084501	0.522092560509917	1
NM_031892|SH3KBP1	0.162531068340487	12.9880493410546	0.524595390398605	1
NM_001033583|ACOT9	0.345838050141041	7.89284735183064	0.526735743143064	1
NM_002436|MPP1	-0.212209304141251	9.52114384896388	0.52715543224773	1
NR_028443|SLC25A5-AS1	0.251055683283427	5.85417536719337	0.527371741589194	1
NM_002183|IL3RA	0.300550240668409	8.82263589559765	0.53522678884493	1
NM_004726|REPS2	0.367632319576249	3.33844922244321	0.536177450152622	1
NR_027141|FAM45BP	0.217981560649148	8.40024343132569	0.538431283717854	1
NM_014782|ARMCX2	0.740817129614098	6.17378590367001	0.538720919977088	1
NM_001126055|CASK	0.363500422260816	9.53122663181221	0.53921719832413	1
NM_001493|GDI1	-0.129872830249658	11.4335306990015	0.539888386869139	1
NM_001939|DRP2	0.324153928304642	4.12735311534296	0.539926165171191	1
NM_001080485|ZNF275	0.159305808308609	10.3904814487915	0.541748429357843	1
NM_001001995|GPM6B	0.266228771801621	4.97397620777965	0.543027359007227	1
NM_017514|PLXNA3	0.213483844443352	8.67693442016659	0.54414922118855	1
NM_018015|CXorf57	0.25156257462516	8.51995911110717	0.54447586313358	1
NM_000291|PGK1	-0.21637841247213	15.646444988576	0.545273733140405	1
NM_001039091|PRPS2	-0.394824340962109	8.72103437146196	0.546232430135624	1
NM_000397|CYBB	0.168915670996229	11.751450862114	0.546412133285546	1
NM_021242|MID1IP1	-0.304966324008277	10.8350706766705	0.547076918067873	1
NM_007075|WDR45	-0.441358649724098	3.66407032965961	0.547915808884975	1
NM_001142423|MORF4L2	0.167549720412847	10.5928546329468	0.54810265888008	1
NM_001306145|MTMR1	0.458959585251914	4.68214261608632	0.549040947627084	1
NM_001042498|SLC35A2	-0.308524544864157	7.99816107319777	0.550196088906996	1
NM_001145409|NONO	-0.242860375744788	10.6191901823059	0.555277456995926	1
NR_000011|SNORA70	-0.22278461311107	6.43681283504228	0.555440156007746	1
NM_177433|MAGED2	-0.337070876852242	8.4167515016295	0.559621567900984	1
NM_001204468|RBM10	0.240846517947373	8.74111943200345	0.560814880231255	1
NM_004016|DMD	0.345069931607082	8.51044074726586	0.560956244400985	1
NM_017745|BCOR	-0.2395984180822	8.92884494913189	0.562244695916444	1
NM_007220|CA5B	-0.226242617382064	7.03502538636744	0.564663311147428	1
NM_001164803|RBMX	0.137362155357987	10.379319556964	0.564780636443241	1
NM_005120|MED12	-0.154242970011094	11.079952003898	0.566539315602516	1
NM_182540|DDX26B	0.145970087214606	9.82215186641219	0.56689427758093	1
NM_006521|TFE3	-0.152833438568932	10.0433378707446	0.569118323959831	1
NR_110456|KANTR	-0.243022202851187	5.24632403080357	0.569568643266704	1
NR_104128|IDS	-0.277844323572961	6.88500837634899	0.573990349872502	1
NM_177439|FTSJ1	-0.421875975501996	8.08897439931967	0.575200225096197	1
NM_002641|PIGA	0.208551263503474	8.56699875313323	0.57558812064847	1
NM_004017|DMD	0.330294784522745	8.64553776660042	0.57662964537165	1
NM_001282167|PORCN	0.432385040404558	5.97522265402865	0.578555999519645	1
NM_001198719|RBBP7	0.243339626474155	8.62356900601392	0.580542874727462	1
NM_004135|IDH3G	-0.128451759525388	10.6306791600537	0.582747593340072	1
NM_000284|PDHA1	0.113218847484904	11.3541955687468	0.585067114865843	1
NR_024616|INE1	-0.299615295751018	4.77916187955984	0.585226584384426	1
NM_001129900|KRBOX4	-0.243268640748395	6.33029786784285	0.585544681596717	1
NM_001271696|ABCB7	0.251129642293328	9.24134603586655	0.585817928197152	1
NM_001303620|DNASE1L1	-0.306651850255169	8.23148624284031	0.58646272719111	1
NM_001282198|SLC25A14	0.227627540983332	6.648905066999	0.588731838276902	1
NM_178129|P2RY8	0.139308315464624	12.0196542066155	0.589809287755629	1
NM_032553|GPR174	-0.254863667561888	7.92178630306343	0.592775983001273	1
NM_001185183|VAMP7	-0.315494906084131	6.78704325410949	0.593059142552253	1
NM_012278|ITGB1BP2	-0.324730783755597	4.39152156066135	0.595679189989233	1
NM_006777|ZBTB33	-0.156882266743355	10.4194888183559	0.596896459290589	1
NM_001032381|PQBP1	-0.311014247525195	7.89114128998554	0.597282596340642	1
NM_012286|MORF4L2	0.130652085256976	9.89119478629327	0.599579797065769	1
NM_001289|CLIC2	-0.347015619450451	9.06671281808041	0.600257579004084	1
NM_005629|SLC6A8	-0.343679361998177	5.69933836727052	0.601120896975401	1
NM_003492|TMEM187	-0.242277686843143	6.51001547278544	0.601694183242985	1
NM_000252|MTM1	0.26154888852129	7.80684544541535	0.602680099521453	1
NM_001142418|MORF4L2	-0.176623228095782	9.11008191784049	0.606493375873293	1
NM_001184897|PHF8	0.193741403256323	8.46673874962669	0.607000879739525	1
NM_003179|SYP	0.251704103986204	4.73853252786145	0.608568197632154	1
NM_001166702|FAM104B	-0.306592268194453	5.35294194119754	0.608710912219372	1
NM_001551|IGBP1	-0.132861782585082	11.2687703536452	0.608824773845363	1
NM_001288747|DKC1	0.605519160439592	9.45391041899948	0.611028139137775	1
NM_152856|RBM10	-0.272089902070221	8.01650564747715	0.614132619485316	1
NM_001039840|CHIC1	-0.157741374457972	8.71543556927336	0.615123298788139	1
NM_001282142|TFE3	-0.240748279206056	8.37970433108858	0.617565037880823	1
NM_001134321|FAM127B	0.237613178491835	6.48002184504543	0.618674802427164	1
NM_001006640|TCEAL1	-0.248358567764374	6.43025230924525	0.619203807583263	1
NM_001306188|MOSPD1	-0.28720746642304	6.62469031826948	0.619367129676021	1
NM_023010|UPF3B	0.144055513790374	9.77352594822103	0.620658118294292	1
NM_001142427|MORF4L2	0.291757700552854	5.84677897059355	0.620873679954852	1
NM_001636|SLC25A6	-0.149085221295462	14.4913985567774	0.621168231784316	1
NM_024863|TCEAL4	-0.707347764558756	5.79811711040839	0.621989432512929	1
NM_017544|NKRF	0.120473449280678	10.0069538276795	0.625233592789588	1
NR_027783|SAT1	0.170621317832514	9.08172147911551	0.626319880254603	1
NM_206923|YY2	0.206527726441107	6.13495421968546	0.627281545941161	1
NM_002814|PSMD10	0.10958594662171	10.5514877678305	0.627753955844628	1
NR_024048|TAZ	-0.311371001498742	6.27585351429147	0.628768815422607	1
NM_004089|TSC22D3	-0.218461425953002	10.8997732358963	0.629809106415273	1
NM_001011658|TRAPPC2	-0.301597974557906	9.0726413471428	0.630858474952835	1
NM_005938|FOXO4	-0.192750278085759	8.14286253546001	0.63763755120847	1
NR_026545|APOO	-0.204390312382832	5.74479963171344	0.640215429752451	1
NM_001127899|CLCN5	0.366794641836351	7.74044907817628	0.640309900200323	1
NM_001282647|SLC35A2	0.250741936321052	4.03863256167018	0.642566972997363	1
NM_001032396|PJA1	0.190444812634828	8.280144136714	0.64328262252478	1
NM_173834|YIPF6	0.131148122719223	9.15008908197259	0.644738956366282	1
NR_015378|ZNF674-AS1	0.162850442155844	6.38905395494246	0.646515656647857	1
NM_001008222|ZDHHC9	-0.471495582381693	5.06919039917625	0.647377452175874	1
NM_001204466|RBM10	-0.253424465903724	7.96488426629797	0.647722637303673	1
NM_001142426|MORF4L2	0.242596172643609	6.57736768540275	0.648437946897313	1
NM_001569|IRAK1	0.144559790587849	11.5008934343115	0.648995319805718	1
NM_004595|SMS	-0.103810477226867	11.7988992719069	0.649002767508591	1
NM_001008537|KIAA2022	0.330176663424515	7.46757989810432	0.649392677374362	1
NM_133486|MBNL3	0.437856104162511	9.11981435870793	0.650211808822283	1
NR_110506|UBE2E4P	-0.154874987689812	7.44706633170619	0.653520425144242	1
NM_001167|XIAP	0.203289506391364	10.0226628641245	0.654516088156056	1
NM_000276|OCRL	0.355157654079664	7.61479969722235	0.6573387176799	1
NM_015922|NSDHL	-0.12898825227607	9.77013316238148	0.657399240425516	1
NM_006044|HDAC6	-0.0948591887124129	10.5030309867245	0.658261733654057	1
NM_001170781|FAM122C	-0.164454373254857	5.8529313322443	0.658924862194537	1
NM_007157|ZXDB	0.14307839224984	8.51450817955071	0.659074734244337	1
NM_018388|MBNL3	-0.380070677723975	9.85528873241675	0.661754895961731	1
NM_004780|TCEAL1	-0.251029053348708	6.41752301708698	0.662980292245776	1
NM_006639|CYSLTR1	0.162870445707937	8.82168917169758	0.663051698287003	1
NM_000033|ABCD1	-0.196896684886864	7.60330387165961	0.663066861518605	1
NR_126059|LINC01560	0.18699935732343	6.24714915779919	0.663441660926694	1
NM_017666|ZNF280C	-0.145270768290317	7.93878770400767	0.664365818033257	1
NR_109776|ARHGAP6	-0.605854154644342	2.50478528353289	0.664422362933387	1
NM_030763|HMGN5	0.191359541068933	9.63595937402269	0.665510215535079	1
NR_121210|UBE2NL	-0.33714257529101	4.28283131103048	0.668494000381709	1
NM_001000|RPL39	-0.0889022807577507	12.8168919582003	0.67149030756621	1
NM_001866|COX7B	0.095366976028845	11.7372110702554	0.671961112387191	1
NM_001171132|FAM3A	0.256895315260448	7.20448005839622	0.671975989809288	1
NM_145284|FAM122B	0.323023197341589	8.16423885932488	0.673796164023381	1
NM_016562|TLR7	0.146049298810056	11.3064228471499	0.673974038283061	1
NM_024528|NKAP	0.140022373087866	9.36222847905054	0.674864999114415	1
NM_152581|MOSPD2	0.164193015378371	8.70999674965985	0.674975289218167	1
NM_001142425|MORF4L2	-0.186450698125232	8.00468446928553	0.675820864013854	1
NM_174912|FAAH2	-0.233251570345713	6.39401627538479	0.675857043280855	1
NR_030737|TTC3P1	-0.195936412058712	4.31642694120356	0.67866414732296	1
NM_017677|MTMR8	-0.151039932565537	6.22432383306153	0.679080787138702	1
NM_024122|APOO	0.135043089687508	8.77443072487351	0.6793702100301	1
NM_016024|RBMX2	0.107993351659122	9.73910263773423	0.679952600006694	1
NM_001006935|TCEAL4	0.100583827680803	9.62315355146719	0.680688553370612	1
NR_130733|LINC00106	0.279819703556946	3.52291973523783	0.681205345663994	1
NM_181672|OGT	0.0848811612684366	12.5112072782605	0.684766577474252	1
NM_177947|ARMCX3	0.119036208930567	9.91616930738945	0.686186261921661	1
NM_021998|ZNF711	0.161413108858439	7.17941677076805	0.687453403329214	1
NM_001199818|ARMCX5-GPRASP2	0.201904278397202	5.22754087949585	0.68830893257713	1
NR_015367|LINC01420	-0.0949766763003763	9.70141546282596	0.688654598796976	1
NM_006014|LAGE3	0.172428270204352	8.66830501853313	0.688845863706821	1
